driverId,days_since_last_trip,completed_deliveries_last_30_days,avg_rating_last_30_days,total_earnings_last_30_days,wallet_balance,tenure_in_days,churn
2820,5,20,4.78,10700.32,495.43,1070,0
2821,8,16,4.76,7254.99,1316.96,824,0
2822,6,26,4.67,15057.61,2329.61,1250,1
2823,3,20,4.94,11130.08,1370.48,216,0
2824,2,10,4.88,5307.67,763.33,1464,1
2825,33,0,4.24,347.11,92.73,940,1
2826,2,21,4.81,10789.96,2810.97,1267,0
2827,15,18,4.75,10106.1,2177.24,562,1
2828,1,19,4.93,9297.63,528.76,1416,0
2829,16,14,4.7,6830.16,633.98,950,1
2830,2,18,4.93,9244.49,1868.48,216,0
2831,30,0,4.68,464.78,129.45,1386,1
2832,10,15,4.77,8257.96,986.27,1199,1
2833,1,20,4.93,12244.37,280.83,471,0
2834,10,19,4.74,9865.31,375.97,832,0
2835,6,15,4.73,9281.94,1103.6,600,0
2836,3,19,4.85,8467.81,2098.21,828,0
2837,2,19,4.86,10763.99,2173.41,1449,1
2838,12,13,4.74,7332.86,1215.54,1351,0
2839,13,12,4.83,8541.46,1486.41,346,1
2840,3,23,4.89,10931.82,0.0,1458,0
2841,19,14,4.68,6323.6,906.4,673,1
2842,3,23,4.85,10747.08,1430.75,1066,0
2843,0,26,4.89,12649.35,0.0,1153,0
2844,6,14,4.86,8063.33,2325.88,739,1
2845,1,14,4.87,6413.11,978.88,701,0
2846,3,23,4.84,12379.07,1872.19,700,0
2847,5,29,4.74,14879.72,657.19,1297,0
2848,3,14,4.8,8305.34,1116.88,597,0
2849,2,20,4.88,11431.91,1401.67,441,1
2850,11,19,4.78,11151.67,2933.54,561,0
2851,6,26,4.72,14510.46,2690.86,316,0
2852,18,13,4.66,8469.13,1098.62,605,1
2853,6,11,4.75,4752.34,0.0,197,1
2854,5,19,4.93,8022.59,28.36,161,0
2855,2,18,4.88,9487.55,0.0,1094,0
2856,15,8,4.76,4767.05,446.29,143,1
2857,2,18,4.86,8245.01,1275.58,865,1
2858,2,22,4.82,12414.32,1406.21,1176,0
2859,18,13,4.67,5920.5,993.05,1094,1
2860,13,11,4.78,5900.95,1718.67,685,1
2861,6,18,4.8,9648.49,336.95,314,1
2862,0,17,4.92,9738.31,316.45,1398,0
2863,1,18,4.88,8952.49,1086.78,1257,0
2864,5,17,4.85,10504.42,0.0,929,0
2865,13,14,4.77,9060.78,962.14,157,0
2866,5,22,4.79,13946.01,962.58,81,0
2867,0,18,4.86,12063.04,120.85,493,0
2868,2,15,4.92,9306.2,50.0,261,1
2869,6,12,4.95,6916.4,472.13,1294,1
2870,10,13,4.84,6544.74,364.39,332,1
2871,0,15,4.68,7166.69,613.46,445,0
2872,0,21,4.83,12527.31,2684.79,1464,0
2873,2,16,4.87,6280.18,1201.44,1232,1
2874,0,23,4.8,14322.17,1999.52,351,0
2875,6,25,4.74,11613.09,1894.97,593,0
2876,1,14,4.84,6605.84,212.32,788,0
2877,8,14,4.82,8192.89,1289.95,1006,1
2878,15,12,4.77,6888.22,213.66,1406,0
2879,31,0,4.55,537.5,165.93,1310,1
2880,28,10,4.57,4546.06,1206.38,1466,1
2881,3,14,4.79,6117.21,1195.95,89,1
2882,0,20,4.92,7299.46,1378.61,377,0
2883,3,19,4.88,12235.72,289.07,857,0
2884,11,16,4.83,8172.49,920.41,102,1
2885,0,18,4.89,7941.65,1048.92,552,0
2886,4,26,4.75,15262.96,2902.33,255,0
2887,3,22,4.83,10179.94,560.69,1401,0
2888,2,20,4.92,9558.11,984.47,123,0
2889,11,2,4.65,1601.59,405.91,248,1
2890,9,22,4.78,12742.1,1478.69,316,0
2891,6,29,4.84,15072.98,0.0,248,1
2892,23,10,4.79,4918.79,120.03,865,1
2893,1,20,4.83,11146.81,608.32,565,0
2894,1,19,4.86,11001.78,375.4,1371,0
2895,4,17,4.96,9565.89,1312.76,413,1
2896,9,21,4.75,13009.97,2666.83,819,1
2897,6,12,4.9,5649.05,1251.24,1000,0
2898,0,22,4.91,11265.09,2518.14,950,0
2899,29,5,4.57,3391.81,283.95,1200,1
2900,3,25,4.88,11986.66,1153.2,326,1
2901,4,13,4.83,7948.18,855.16,775,0
2902,7,18,4.97,11504.32,4059.62,1206,1
2903,28,3,4.46,1806.12,340.17,1298,1
2904,9,17,4.77,9427.98,980.61,938,0
2905,29,5,4.57,2642.77,161.81,988,1
2906,2,21,4.85,10348.75,2184.94,1300,0
2907,7,14,4.89,8889.53,144.88,948,0
2908,17,11,4.68,5465.06,741.56,1424,1
2909,5,18,4.86,10981.17,1147.44,217,1
2910,4,22,4.86,10664.29,904.18,541,0
2911,33,0,4.66,419.32,175.74,194,1
2912,1,20,4.86,11997.25,1881.73,163,0
2913,4,22,4.86,12697.47,2459.11,723,1
2914,19,16,4.68,8076.49,169.98,362,1
2915,22,12,4.59,6350.23,1239.15,628,1
2916,32,0,4.45,281.16,166.33,673,1
2917,20,4,4.63,2647.78,376.82,942,1
2918,0,17,4.85,8392.91,663.65,1420,1
2919,26,9,4.56,6164.64,294.65,1278,1
2920,4,18,4.87,7949.81,929.67,586,0
2921,8,14,4.77,6322.37,674.89,508,1
2922,4,21,4.95,10714.69,699.76,1163,0
2923,16,14,4.76,5106.12,780.14,211,1
2924,6,17,4.8,7889.67,1031.88,824,0
2925,18,14,4.64,6737.44,563.35,651,1
2926,2,20,4.85,10269.57,814.09,298,0
2927,2,21,4.9,10651.41,0.0,936,1
2928,5,22,4.83,12212.07,1240.15,501,1
2929,0,19,4.87,8634.28,144.65,302,1
2930,10,18,4.71,8711.99,677.45,990,1
2931,3,15,5.0,8800.21,1249.05,286,0
2932,6,17,4.81,6066.38,0.0,1019,0
2933,0,20,4.78,11054.75,950.24,268,1
2934,1,23,4.79,8516.49,1169.47,669,0
2935,7,21,4.79,10905.81,0.0,1217,0
2936,3,14,4.99,7732.8,434.75,366,1
2937,2,22,4.85,12167.87,0.0,1158,1
2938,2,24,4.83,11371.44,2054.51,1091,0
2939,2,19,4.92,10343.27,667.65,1356,0
2940,7,14,4.87,6120.7,308.05,278,0
2941,1,18,4.92,11165.63,1996.03,1081,0
2942,4,24,4.85,13956.5,1171.54,1406,1
2943,10,18,4.7,8005.91,2031.52,1151,1
2944,5,17,4.78,10946.61,1614.39,306,0
2945,6,26,4.71,13866.63,2003.65,1238,0
2946,2,12,4.84,5435.28,849.72,187,0
2947,26,9,4.59,5983.03,1302.37,895,1
2948,4,11,4.8,7239.29,0.0,761,1
2949,3,12,4.87,6346.96,1078.68,810,0
2950,23,8,4.6,4719.75,211.12,793,1
2951,8,17,4.78,9151.17,132.92,76,1
2952,6,19,4.79,10913.19,1029.13,777,1
2953,21,11,4.67,6781.08,688.38,1407,1
2954,0,18,4.91,10729.32,0.0,671,0
2955,17,12,4.62,4724.97,131.84,437,1
2956,10,17,4.81,8321.28,0.0,1492,0
2957,4,16,4.86,9782.55,436.74,175,1
2958,2,19,4.89,9081.38,1341.77,744,0
2959,1,20,4.88,11176.68,810.47,783,0
2960,27,3,4.64,1625.81,241.31,732,1
2961,1,13,4.84,7395.04,306.68,1384,0
2962,2,15,4.89,7946.62,1747.18,649,0
2963,10,12,4.86,6913.7,562.26,1460,0
2964,11,18,4.74,9844.91,1794.02,128,0
2965,1,23,4.84,9534.29,1099.42,1108,1
2966,16,8,4.76,5501.75,324.12,901,1
2967,5,24,4.79,10034.71,2835.69,383,0
2968,18,12,4.65,8543.69,1802.92,365,1
2969,0,20,4.91,7026.15,660.07,1087,0
2970,0,23,4.85,11871.51,2115.04,967,0
2971,8,12,4.89,5037.25,541.47,928,0
2972,1,24,4.84,15511.47,1278.38,104,1
2973,5,20,4.77,8921.87,422.91,908,0
2974,0,20,4.88,8879.73,946.4,1472,0
2975,15,17,4.76,9002.57,1192.59,55,1
2976,22,4,4.68,3056.25,455.19,719,1
2977,18,10,4.74,6524.94,1026.99,756,1
2978,29,2,4.55,1572.71,261.22,1348,1
2979,23,9,4.73,4746.5,43.65,445,1
2980,5,17,4.71,9657.72,1324.57,729,0
2981,4,15,4.79,7698.49,438.16,1084,1
2982,22,7,4.66,3901.86,0.0,118,1
2983,25,7,4.58,4072.61,401.48,1207,1
2984,31,0,4.52,389.42,81.83,1238,1
2985,14,13,4.67,7388.54,351.14,1087,0
2986,2,20,4.85,12901.47,0.0,982,0
2987,28,5,4.63,2808.16,431.77,1128,1
2988,28,7,4.56,3661.61,273.4,1179,1
2989,9,18,4.73,9325.29,286.65,1357,1
2990,18,8,4.67,4539.94,627.15,659,0
2991,6,23,4.9,13355.14,1134.13,700,1
2992,28,3,4.68,1825.35,290.25,967,1
2993,1,20,4.84,12348.01,1102.13,313,0
2994,19,10,4.73,5393.06,752.1,1288,1
2995,0,20,4.88,12395.71,0.0,1162,0
2996,3,15,4.94,10868.58,2363.77,957,0
2997,1,16,4.88,9940.52,0.0,473,0
2998,5,18,4.82,10480.79,1751.25,541,0
2999,2,28,4.97,16783.83,1508.37,669,1
3000,29,1,4.53,1019.78,357.25,1003,0
3001,6,14,4.84,7826.45,860.93,1173,0
3002,22,15,4.76,7432.46,1171.49,1017,1
3003,3,20,4.9,9294.21,0.0,1397,0
3004,0,27,4.83,14837.75,2940.8,1442,0
3005,14,13,4.68,6781.42,962.28,1066,1
3006,11,16,4.67,9105.24,0.0,575,0
3007,6,18,4.92,9767.36,488.08,910,0
3008,16,13,4.64,6683.79,566.02,654,1
3009,18,13,4.75,8016.45,1531.73,954,1
3010,6,18,4.72,8428.62,649.46,1223,0
3011,30,0,4.4,340.43,94.35,572,1
3012,12,12,4.67,7320.9,521.92,773,0
3013,10,10,4.78,5899.54,882.94,97,0
3014,4,23,4.92,12156.26,1123.53,1112,0
3015,0,23,4.83,9146.66,1466.77,750,0
3016,2,14,4.9,7123.75,0.0,705,0
3017,14,23,4.72,15700.78,3910.32,812,0
3018,11,13,4.8,7139.19,713.8,346,0
3019,3,21,4.93,10908.29,1427.68,909,0
3020,7,15,4.78,8055.58,1389.27,1125,1
3021,2,21,4.96,11854.87,2392.57,544,0
3022,3,25,4.87,11665.99,2285.09,222,1
3023,28,8,4.74,4760.96,249.82,598,1
3024,4,25,4.78,13939.64,0.0,321,1
3025,2,27,4.82,10782.94,1565.02,579,0
3026,5,14,4.81,4729.67,961.61,951,0
3027,4,16,4.76,7848.71,1111.73,196,0
3028,12,14,4.82,6405.69,0.0,1128,0
3029,30,0,4.63,348.08,172.44,360,1
3030,6,20,4.74,10125.6,638.66,1345,0
3031,6,19,4.76,10959.4,1899.54,1106,0
3032,4,14,4.78,7760.42,0.0,430,0
3033,6,22,4.88,9572.2,2083.36,857,1
3034,3,19,4.88,9158.2,1731.79,192,0
3035,0,22,4.87,10483.31,770.93,176,0
3036,19,7,4.66,4238.11,929.71,1435,1
3037,4,17,4.82,8992.9,1093.04,1209,0
3038,5,24,4.95,14559.07,2501.62,257,0
3039,0,20,4.86,12378.68,1118.14,445,0
3040,17,8,4.77,4490.58,264.74,320,1
3041,1,17,4.85,8079.67,2010.15,610,0
3042,4,16,4.96,7450.68,1109.82,458,0
3043,18,10,4.61,6161.49,27.3,512,1
3044,5,18,4.89,9983.89,1125.89,808,0
3045,26,8,4.57,4138.25,735.98,307,1
3046,2,26,5.0,14932.98,2889.75,1327,0
3047,11,14,4.82,8599.12,2418.64,1099,0
3048,32,0,4.62,561.28,183.88,1148,1
3049,6,32,4.75,17467.59,805.33,279,0
3050,10,14,4.83,8098.34,746.78,1070,1
3051,4,19,4.89,12600.39,2620.6,1259,0
3052,13,7,4.79,3863.03,223.88,287,1
3053,23,6,4.66,3561.16,539.74,1134,1
3054,11,18,4.75,10433.0,740.31,555,0
3055,27,1,4.69,1116.15,170.04,1187,1
3056,6,22,4.76,12095.5,1038.39,733,0
3057,6,17,4.82,9510.74,1208.03,1209,0
3058,3,24,4.81,11765.01,1110.54,246,0
3059,11,17,4.72,8973.94,0.0,601,0
3060,20,7,4.65,3947.85,892.19,431,1
3061,8,17,4.75,9939.77,1930.98,395,1
3062,2,28,4.9,15500.33,1864.64,483,0
3063,6,10,4.72,4825.39,1035.8,592,0
3064,13,16,4.78,9697.08,1652.99,217,1
3065,27,5,4.57,2883.82,574.76,1069,1
3066,1,22,4.87,11363.47,1453.57,838,1
3067,1,29,4.86,16440.55,2727.92,1249,0
3068,4,18,4.81,10819.28,297.78,1066,0
3069,1,29,4.95,16010.12,1255.48,249,0
3070,32,0,4.7,371.53,82.68,132,1
3071,4,20,4.89,7603.1,162.87,651,1
3072,6,16,4.87,9568.48,2025.46,737,0
3073,2,11,4.84,5085.39,767.44,383,1
3074,5,13,4.74,7256.61,522.65,1179,0
3075,33,0,4.37,529.89,86.26,884,1
3076,5,21,4.92,10736.72,0.0,1129,1
3077,0,27,4.91,12016.62,107.99,190,0
3078,2,13,4.87,5282.96,366.99,1228,0
3079,32,0,4.78,354.8,4.23,332,1
3080,33,0,4.69,257.42,104.01,688,1
3081,2,20,4.8,10481.94,1375.31,675,1
3082,7,22,4.82,12418.93,1762.93,1236,0
3083,0,28,4.92,16748.67,2621.23,436,0
3084,6,15,4.73,8930.79,951.92,383,1
3085,1,24,4.82,14373.52,1769.11,529,0
3086,17,12,4.68,5673.71,572.65,560,1
3087,27,6,4.67,4050.23,967.05,297,1
3088,1,25,4.84,13216.94,410.95,289,0
3089,5,20,4.73,8469.57,1466.92,370,0
3090,1,18,4.76,11213.09,305.18,717,0
3091,3,11,4.8,5706.61,124.75,534,1
3092,0,23,4.78,10389.67,0.0,606,0
3093,3,30,4.9,19001.99,0.0,1087,0
3094,33,0,4.63,333.46,145.66,384,1
3095,0,20,4.88,9198.7,206.0,1367,0
3096,19,11,4.67,5532.39,756.46,1135,1
3097,0,18,4.93,10889.95,2615.1,286,0
3098,6,14,4.87,6477.68,483.24,491,1
3099,5,16,4.76,7723.4,1081.86,299,0
3100,26,5,4.56,2935.67,594.84,431,1
3101,2,25,4.91,17825.0,2283.17,567,0
3102,2,19,4.88,8044.98,945.4,222,1
3103,13,13,4.79,5950.56,0.0,51,0
3104,12,21,4.7,10218.2,1218.79,675,1
3105,11,15,4.72,7682.89,1195.44,1060,1
3106,0,22,4.91,11612.47,2885.72,475,0
3107,2,17,4.81,8697.48,664.4,1294,1
3108,18,9,4.59,5258.87,1115.84,572,1
3109,6,19,4.77,10178.48,568.14,1354,1
3110,6,17,4.81,7514.23,1432.78,376,1
3111,3,23,4.97,11680.46,492.29,822,0
3112,2,18,4.8,9082.46,1076.23,1151,0
3113,28,2,4.6,1633.3,129.03,116,0
3114,12,14,4.9,8375.15,941.15,1397,1
3115,1,23,4.79,13456.76,1433.24,566,0
3116,27,6,4.66,3215.7,402.38,761,1
3117,6,15,4.77,8400.62,386.67,953,1
3118,3,19,4.88,8376.36,885.64,975,0
3119,4,20,5.0,11637.28,1538.47,64,0
3120,12,16,4.82,9927.58,772.7,1304,0
3121,4,20,4.85,7163.71,322.93,946,0
3122,6,18,4.75,9592.14,476.41,1498,0
3123,11,16,4.76,8321.8,1562.94,723,0
3124,2,18,4.82,10800.58,1174.82,931,0
3125,28,2,4.5,1566.44,428.63,678,1
3126,4,25,4.69,11682.49,1005.91,1337,0
3127,4,18,4.78,9577.89,909.91,1253,0
3128,11,16,4.77,8966.07,1399.81,1365,0
3129,6,15,4.9,8183.77,1239.09,771,0
3130,5,18,4.78,10927.73,2383.72,1193,0
3131,8,14,4.81,8239.29,0.0,557,1
3132,23,8,4.53,4484.4,700.61,707,1
3133,16,13,4.66,7108.14,137.1,1147,1
3134,17,9,4.54,5270.94,547.1,149,1
3135,2,22,5.0,10091.45,188.48,1074,0
3136,4,21,4.85,10279.85,1275.78,53,0
3137,6,14,4.83,6147.11,196.76,883,0
3138,0,24,4.92,14628.19,0.0,731,0
3139,14,12,4.92,8498.52,147.33,718,0
3140,3,13,4.82,6273.32,1282.92,756,0
3141,3,27,4.78,14707.9,2340.09,753,1
3142,2,20,5.0,12426.37,2551.62,628,0
3143,3,25,4.76,10607.35,0.0,693,0
3144,3,23,4.94,12570.68,3093.12,865,0
3145,6,15,4.81,9269.73,2776.84,1152,0
3146,6,21,4.85,10589.8,257.84,841,0
3147,2,18,4.76,9232.07,1247.97,974,0
3148,2,20,5.0,12631.38,675.44,1259,0
3149,17,17,4.68,8639.17,1465.18,1484,1
3150,1,24,4.82,11587.43,2786.09,189,1
3151,5,13,4.87,6557.81,225.54,1078,0
3152,5,24,4.78,15507.6,17.39,361,1
3153,6,26,4.85,14871.25,1278.47,319,0
3154,20,6,4.59,3964.88,1643.14,1195,0
3155,7,19,4.82,11245.38,1954.61,130,0
3156,31,0,4.61,365.54,44.92,1276,1
3157,19,12,4.64,6841.49,1338.45,1162,1
3158,2,35,4.79,17290.24,3476.82,1492,0
3159,2,31,4.92,15590.59,2033.16,1011,1
3160,3,27,4.83,13596.77,1376.21,1313,1
3161,4,21,4.83,12609.27,797.02,204,0
3162,6,22,4.85,14483.41,1790.45,1338,0
3163,2,20,4.94,9069.35,1823.97,265,1
3164,2,15,4.8,9262.45,1794.27,492,1
3165,4,30,4.86,15236.63,935.42,218,0
3166,9,10,4.73,5790.15,606.14,620,1
3167,10,14,4.77,7744.5,118.54,1131,1
3168,32,0,4.33,472.32,134.16,424,1
3169,2,24,4.7,11444.53,1754.55,1238,0
3170,4,18,4.78,9454.93,813.49,921,0
3171,30,0,4.43,344.24,72.75,954,1
3172,10,12,4.81,7407.38,223.52,1410,0
3173,6,20,4.91,15130.45,1660.07,664,1
3174,6,12,4.7,7106.03,1629.71,536,1
3175,0,15,4.98,6564.28,312.35,1491,0
3176,21,8,4.71,5269.97,46.57,848,1
3177,7,12,4.79,6761.85,783.69,933,0
3178,6,16,4.72,8443.42,1683.85,465,0
3179,6,16,4.78,7702.84,1386.49,346,0
3180,4,21,4.91,10923.35,2239.63,279,0
3181,2,25,4.86,15087.5,977.8,358,1
3182,13,18,4.74,10388.87,1766.38,316,0
3183,5,30,4.76,18905.59,2539.9,1127,0
3184,0,23,4.93,14754.76,1222.67,115,0
3185,4,18,4.83,9778.0,1101.52,955,0
3186,26,7,4.6,2864.91,597.53,1425,1
3187,4,18,4.83,8461.32,1265.66,1155,0
3188,4,19,4.79,7803.06,1183.91,622,1
3189,7,21,4.75,13089.15,2113.54,117,1
3190,16,11,4.61,6496.13,539.85,1256,1
3191,9,12,4.75,6450.42,32.63,34,0
3192,18,13,4.57,6375.42,383.15,1031,1
3193,1,18,4.9,11242.59,2005.55,1016,1
3194,25,9,4.58,4575.53,35.67,312,0
3195,23,6,4.62,2972.07,400.96,1117,1
3196,5,24,4.83,10054.7,1198.02,287,0
3197,7,18,4.75,9801.75,1645.5,361,1
3198,2,21,4.78,10261.9,52.41,1223,0
3199,5,22,4.85,13145.32,0.0,1469,1
3200,2,18,4.99,9276.41,560.84,419,0
3201,0,20,4.94,8480.1,1314.85,1384,0
3202,32,0,4.42,337.98,156.98,1372,1
3203,2,26,4.77,11399.83,628.69,1161,0
3204,6,31,4.81,15984.98,597.71,235,0
3205,3,22,4.84,13167.93,1626.9,470,1
3206,4,19,4.94,9605.69,2636.41,1026,0
3207,4,22,4.9,10685.93,1502.66,1498,0
3208,3,16,4.84,9399.79,1407.61,1227,0
3209,8,16,4.64,8589.96,2240.44,647,0
3210,30,0,4.46,188.52,109.86,375,1
3211,4,25,4.88,13821.36,1669.37,1441,0
3212,31,0,4.39,219.64,100.84,436,1
3213,9,14,4.78,6205.53,689.35,533,0
3214,6,26,4.86,12874.39,2113.32,1447,0
3215,2,20,4.94,10784.09,317.68,855,0
3216,0,22,4.83,14565.36,2606.1,418,0
3217,18,16,4.74,7215.12,743.92,37,1
3218,6,17,4.93,7910.57,762.58,662,1
3219,4,28,4.94,16411.38,456.6,1479,0
3220,16,9,4.68,5586.79,799.93,665,1
3221,3,20,4.87,10355.75,1700.32,1058,0
3222,15,16,4.78,9429.66,202.06,401,1
3223,3,20,4.85,12707.52,1834.16,1170,0
3224,25,7,4.61,4566.19,890.39,1170,1
3225,3,25,4.73,11589.78,1969.87,924,0
3226,1,18,4.81,10372.28,1246.32,1164,1
3227,11,12,4.72,7528.64,597.96,880,1
3228,1,27,4.78,13699.63,1145.83,586,0
3229,28,3,4.61,2071.02,11.82,1114,1
3230,9,20,4.85,10123.68,547.72,1257,0
3231,2,20,4.83,9128.81,756.61,1266,0
3232,2,13,4.71,7322.08,366.87,343,1
3233,25,9,4.62,5720.43,725.48,1024,1
3234,6,10,4.84,6011.76,1399.32,36,0
3235,21,12,4.68,5164.28,1322.94,870,0
3236,1,22,4.82,14016.41,863.43,869,0
3237,25,5,4.55,2979.42,768.85,564,1
3238,5,14,4.89,8943.12,1753.22,1491,0
3239,9,9,4.81,4727.3,268.0,1327,1
3240,4,21,4.79,12344.16,1807.19,86,0
3241,0,17,4.77,9941.34,1086.52,336,0
3242,29,4,4.61,1968.33,0.0,335,1
3243,34,0,4.71,725.27,71.28,1349,1
3244,4,21,4.87,9213.65,1515.16,792,0
3245,28,4,4.61,2719.23,45.64,1101,1
3246,1,27,5.0,18821.54,4693.62,1220,0
3247,1,13,4.86,7171.58,1339.74,1158,0
3248,0,21,5.0,10779.08,1762.3,160,0
3249,4,17,4.85,7283.82,0.0,236,1
3250,0,29,4.83,15529.68,2934.16,610,0
3251,4,21,4.77,10969.39,1982.44,527,0
3252,1,32,4.81,11862.42,2063.98,1128,0
3253,12,17,4.79,7609.13,1400.61,259,0
3254,17,15,4.72,9168.59,2246.34,576,1
3255,10,16,4.65,9964.14,485.96,377,1
3256,2,25,4.93,13202.25,1169.54,307,0
3257,14,10,4.84,6225.7,259.31,284,1
3258,2,23,4.73,11914.35,2017.03,317,0
3259,14,13,4.81,6256.13,598.34,859,1
3260,6,13,4.94,8892.85,31.73,632,1
3261,4,25,4.71,10361.83,1206.94,669,1
3262,0,32,4.85,17326.57,0.0,734,0
3263,17,8,4.65,3940.28,460.26,1119,1
3264,27,10,4.68,5204.55,671.25,1296,1
3265,9,22,4.76,14310.97,1002.96,803,1
3266,30,0,4.41,302.78,149.51,974,1
3267,26,5,4.65,2648.49,0.0,1115,1
3268,2,24,4.97,11556.49,1310.82,1044,0
3269,12,13,4.76,7988.21,991.79,227,1
3270,3,9,4.82,4069.08,518.55,1474,1
3271,5,18,4.81,9853.27,1996.71,272,0
3272,1,14,4.92,7495.15,426.35,635,0
3273,31,0,4.62,913.14,181.35,989,1
3274,12,12,4.76,5325.93,648.26,622,1
3275,3,15,4.78,8118.57,617.22,387,0
3276,4,19,4.76,9568.68,0.0,1387,0
3277,4,16,4.7,8837.83,2064.37,135,0
3278,13,19,4.71,7142.56,345.6,391,0
3279,25,8,4.71,4153.75,196.63,1489,1
3280,3,20,4.71,12483.33,0.0,1102,1
3281,5,19,4.87,7913.39,912.81,157,0
3282,6,23,4.77,15307.21,1792.5,1139,0
3283,4,15,4.77,8429.63,1802.54,1455,0
3284,5,19,4.85,9885.44,780.64,173,0
3285,1,18,4.96,9721.79,1219.61,638,0
3286,1,25,4.97,11649.35,2187.32,718,0
3287,4,12,4.86,7892.33,1750.72,222,1
3288,24,6,4.64,3899.25,565.8,324,1
3289,3,26,4.88,13561.38,1018.63,285,0
3290,2,15,5.0,9191.92,1872.09,302,0
3291,13,9,4.73,5108.35,1072.16,623,1
3292,28,3,4.68,1764.56,13.67,711,1
3293,5,28,4.79,14461.06,1918.84,379,0
3294,0,19,4.82,11056.15,2058.83,455,0
3295,10,13,4.9,6991.15,1184.05,312,1
3296,4,17,4.84,7643.46,693.69,1200,0
3297,9,20,4.81,12986.43,891.21,341,0
3298,3,15,4.89,8394.95,1865.73,1364,0
3299,0,24,4.82,11674.73,1449.74,822,0
3300,3,22,4.82,12965.51,1209.01,1209,1
3301,11,9,4.73,4622.7,535.11,965,1
3302,4,18,4.86,7449.94,850.95,421,1
3303,2,19,4.89,10185.71,933.42,914,1
3304,5,26,4.79,14754.06,2952.95,432,0
3305,13,11,4.89,6076.54,915.48,204,1
3306,1,18,4.87,9429.12,1323.64,404,0
3307,10,14,4.79,7962.14,723.63,435,1
3308,9,13,4.88,7018.09,1064.91,228,1
3309,4,19,4.78,10267.81,398.62,64,0
3310,31,0,4.45,900.95,165.79,1417,1
3311,22,5,4.68,2925.3,0.0,784,1
3312,3,25,4.75,16967.44,1395.57,621,0
3313,0,18,4.86,11906.75,726.18,1397,0
3314,3,17,4.99,8223.39,878.58,360,0
3315,2,22,4.99,11841.04,889.22,622,0
3316,6,18,4.88,10417.96,1555.56,1274,1
3317,24,6,4.72,2951.09,205.61,959,0
3318,19,13,4.72,7641.31,1404.6,616,1
3319,3,21,4.82,10004.77,2357.92,406,1
3320,4,22,4.96,11555.3,206.81,81,0
3321,0,27,4.81,14282.72,2215.77,155,0
3322,6,17,4.89,6625.56,598.33,268,0
3323,0,19,4.84,13882.04,2491.95,1186,0
3324,27,7,4.58,3530.22,133.35,969,1
3325,19,5,4.73,3366.47,773.84,667,1
3326,2,28,5.0,11129.04,804.32,1180,0
3327,11,14,4.87,6756.43,636.92,266,1
3328,6,24,4.84,14096.11,1240.73,340,0
3329,16,9,4.72,4800.69,119.54,607,0
3330,5,14,4.88,8207.09,1432.25,1378,1
3331,2,23,4.96,12937.43,744.15,932,0
3332,8,15,4.68,7347.68,1083.28,1280,0
3333,0,23,4.87,14283.08,1227.66,394,0
3334,6,15,4.75,8428.85,743.9,1277,1
3335,2,17,4.84,7329.49,1378.52,136,1
3336,10,13,4.69,7071.5,0.0,364,1
3337,17,12,4.58,6802.64,0.0,798,1
3338,1,20,4.78,10152.93,521.84,104,0
3339,4,17,4.8,9308.15,897.11,1291,0
3340,12,17,4.8,9933.07,878.55,1305,0
3341,1,19,4.81,7859.34,354.91,825,1
3342,6,20,4.76,10102.73,2444.82,479,1
3343,9,23,4.82,11514.59,2348.69,175,0
3344,4,22,4.86,12900.12,0.0,939,1
3345,17,14,4.83,6442.81,390.2,820,1
3346,5,24,4.9,16181.73,2176.77,1147,0
3347,7,15,4.74,7415.41,1041.05,915,0
3348,1,19,4.82,8908.82,334.06,218,0
3349,0,13,4.93,8625.28,1866.21,208,0
3350,0,32,4.82,17985.97,546.4,1177,0
3351,23,9,4.63,5367.28,618.02,263,1
3352,20,7,4.56,3910.74,431.45,1409,1
3353,16,14,4.63,7061.63,933.65,185,0
3354,2,24,4.95,13096.87,774.68,1100,0
3355,5,24,4.84,11387.23,1657.91,1463,1
3356,15,13,4.69,8667.18,394.07,678,1
3357,9,23,4.76,12689.72,1683.72,113,0
3358,1,20,4.99,10171.25,608.9,1318,0
3359,22,12,4.61,6035.3,1327.12,305,1
3360,1,25,4.9,10612.63,938.95,805,0
3361,1,22,4.93,12792.15,1558.97,1477,0
3362,22,12,4.76,5746.09,1165.71,1124,1
3363,5,25,4.77,12547.78,1585.49,98,0
3364,4,12,4.74,8606.76,1496.07,1236,0
3365,6,21,4.74,8511.81,91.51,267,1
3366,32,0,4.5,474.64,177.55,1131,1
3367,1,19,5.0,8270.19,735.91,942,0
3368,14,14,4.79,6582.84,1164.35,453,1
3369,3,24,4.8,12480.29,1807.02,652,0
3370,1,16,4.95,7091.25,1056.01,203,0
3371,4,19,4.81,10761.23,1769.36,1480,0
3372,6,21,4.76,12993.1,2432.08,380,0
3373,2,27,4.84,14680.44,0.0,483,0
3374,4,16,4.8,9344.63,441.4,769,0
3375,8,15,4.75,9593.1,1068.05,1018,1
3376,6,16,4.91,8852.5,84.19,772,0
3377,12,17,4.72,5781.35,554.56,772,1
3378,17,19,4.6,10025.19,1240.0,886,0
3379,4,24,4.88,8152.9,1925.06,1290,1
3380,4,15,4.77,7066.0,1180.78,610,0
3381,5,19,4.77,7832.92,1319.25,1253,1
3382,6,14,4.87,8026.8,863.23,1186,0
